report_period_start,report_period_end,interval_start,interval_end,namespace,pod,persistentvolumeclaim,persistentvolume,storageclass,persistentvolumeclaim_capacity_bytes,persistentvolumeclaim_capacity_byte_seconds,volume_request_storage_byte_seconds,persistentvolumeclaim_usage_byte_seconds,persistentvolume_labels,persistentvolumeclaim_labels
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 10:00:00 +0000 UTC,2023-10-16 10:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,26362509262848.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 10:00:00 +0000 UTC,2023-10-16 10:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,42404212113408.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 10:00:00 +0000 UTC,2023-10-16 10:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,27019639259136.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 10:00:00 +0000 UTC,2023-10-16 10:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,57363583205376.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 10:00:00 +0000 UTC,2023-10-16 10:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,69307887255552.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 11:00:00 +0000 UTC,2023-10-16 11:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,50637664419840.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 11:00:00 +0000 UTC,2023-10-16 11:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,13722420510720.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 11:00:00 +0000 UTC,2023-10-16 11:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,43641162694656.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 11:00:00 +0000 UTC,2023-10-16 11:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,61190399066112.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 11:00:00 +0000 UTC,2023-10-16 11:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,9122510536704.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 12:00:00 +0000 UTC,2023-10-16 12:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,43486543872000.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 12:00:00 +0000 UTC,2023-10-16 12:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,70235600191488.01,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 12:00:00 +0000 UTC,2023-10-16 12:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,46076409151488.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 12:00:00 +0000 UTC,2023-10-16 12:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,28024661606400.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 12:00:00 +0000 UTC,2023-10-16 12:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,76536317214720.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 13:00:00 +0000 UTC,2023-10-16 13:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,53150220288000.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 13:00:00 +0000 UTC,2023-10-16 13:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,10436770529280.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 13:00:00 +0000 UTC,2023-10-16 13:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,14882061680640.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 13:00:00 +0000 UTC,2023-10-16 13:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,49748606189568.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 13:00:00 +0000 UTC,2023-10-16 13:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,36606006263808.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 14:00:00 +0000 UTC,2023-10-16 14:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,41167261532160.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 14:00:00 +0000 UTC,2023-10-16 14:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,15809774616576.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 14:00:00 +0000 UTC,2023-10-16 14:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,31348966293503.996,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 14:00:00 +0000 UTC,2023-10-16 14:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,63355062583296.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 14:00:00 +0000 UTC,2023-10-16 14:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,54503134986240.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 15:00:00 +0000 UTC,2023-10-16 15:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,59876139073536.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 15:00:00 +0000 UTC,2023-10-16 15:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,28797755719680.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 15:00:00 +0000 UTC,2023-10-16 15:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,75879187218432.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 15:00:00 +0000 UTC,2023-10-16 15:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,36219459207168.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 15:00:00 +0000 UTC,2023-10-16 15:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,56126632624128.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 16:00:00 +0000 UTC,2023-10-16 16:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,24777666330624.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 16:00:00 +0000 UTC,2023-10-16 16:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,50367081480192.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 16:00:00 +0000 UTC,2023-10-16 16:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,52299816763392.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 16:00:00 +0000 UTC,2023-10-16 16:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,32392643346432.004,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 16:00:00 +0000 UTC,2023-10-16 16:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,21569325760512.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 17:00:00 +0000 UTC,2023-10-16 17:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,37147172143104.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 17:00:00 +0000 UTC,2023-10-16 17:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,25550760443904.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 17:00:00 +0000 UTC,2023-10-16 17:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,36528696852480.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 17:00:00 +0000 UTC,2023-10-16 17:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,13877039333376.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 17:00:00 +0000 UTC,2023-10-16 17:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,19366007537664.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 18:00:00 +0000 UTC,2023-10-16 18:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,17433272254464.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 18:00:00 +0000 UTC,2023-10-16 18:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,41012642709504.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 18:00:00 +0000 UTC,2023-10-16 18:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,54387170869248.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 18:00:00 +0000 UTC,2023-10-16 18:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,65365107277824.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 18:00:00 +0000 UTC,2023-10-16 18:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,33977486278655.996,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 19:00:00 +0000 UTC,2023-10-16 19:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,46656229736448.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 19:00:00 +0000 UTC,2023-10-16 19:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,9895604649984.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 19:00:00 +0000 UTC,2023-10-16 19:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,45805826211840.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 19:00:00 +0000 UTC,2023-10-16 19:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,37069862731776.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 19:00:00 +0000 UTC,2023-10-16 19:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,51062866182144.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 20:00:00 +0000 UTC,2023-10-16 20:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,13181254631424.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 20:00:00 +0000 UTC,2023-10-16 20:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,59760174956544.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 20:00:00 +0000 UTC,2023-10-16 20:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,48241072668672.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 20:00:00 +0000 UTC,2023-10-16 20:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,41979010351104.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 20:00:00 +0000 UTC,2023-10-16 20:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,55160264982528.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 21:00:00 +0000 UTC,2023-10-16 21:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,38886633897984.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 21:00:00 +0000 UTC,2023-10-16 21:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,8272107012096.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 21:00:00 +0000 UTC,2023-10-16 21:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,36683315675136.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 21:00:00 +0000 UTC,2023-10-16 21:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,73289321938944.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 21:00:00 +0000 UTC,2023-10-16 21:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,63857573756928.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 22:00:00 +0000 UTC,2023-10-16 22:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,73714523701248.0,label_environment:pvc_only,label_environment:pvc_only
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 22:00:00 +0000 UTC,2023-10-16 22:59:59 +0000 UTC,install-test,pod_name1a,pod_name1_data,pvc-volume_1,gp2,21474836480,77309411328000.0,77309411328000,73869142523904.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:bravo|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 22:00:00 +0000 UTC,2023-10-16 22:59:59 +0000 UTC,catalog,pod_name2a,pod_name2_data,pvc-volume_2,gp2,21474836480,77309411328000.0,77309411328000,9818295238656.0,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta,label_environment:dev|label_app:catalog|label_version:prod|label_storageclass:delta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 22:00:00 +0000 UTC,2023-10-16 22:59:59 +0000 UTC,cost-management,pod_name3a,pod_name3_data,pvc-volume_3,gp2,21474836480,77309411328000.0,77309411328000,76343043686400.0,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon,label_environment:qe|label_app:cost|label_version:beta|label_storageclass:epsilon
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 22:00:00 +0000 UTC,2023-10-16 22:59:59 +0000 UTC,analytics,pod_name4a,pod_name4_data,pvc-volume_4,gp2,21474836480,77309411328000.0,77309411328000,38074885079040.0,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie,label_environment:prod|label_app:analytics|label_version:gamma|label_storageclass:charlie
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,2023-10-16 23:00:00 +0000 UTC,2023-10-16 23:59:59 +0000 UTC,storage-only,,pvc_only_data,pvc-volume_only,gp2,21474836480,77309411328000.0,77309411328000,66679367270400.0,label_environment:pvc_only,label_environment:pvc_only
